

*******************************************************************************
Ephemeris / WWW_USER Tue May 30 06:44:01 2023 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Mercury (199)                   {source: DE441}
Center body name: Sun (10)                        {source: DE441}
Center-site name: BODYCENTRIC
*******************************************************************************
Start time      : A.D. 1980-Jan-01 00:00:00.0000 UT      
Stop  time      : A.D. 2023-Jan-01 00:00:00.0000 UT      
Step-size       : 1440 minutes
*******************************************************************************
Target pole/equ : IAU_MERCURY                     {West-longitude positive}
Target radii    : 2439.7, 2439.7, 2439.7 km       {Equator_a, b, pole_c}       
Center geodetic : 0.0, 0.0, -6.96E5               {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : IAU_SUN                         {East-longitude positive}
Center radii    : 696000.0, 696000.0, 696000.0 km {Equator_a, b, pole_c}       
Target primary  : Sun
Vis. interferer : None
Rel. light bend : Sun                             {source: DE441}
Rel. lght bnd GM: 1.3271E+11 km^3/s^2                                          
Atmos refraction: NO (AIRLESS)
RA format       : DEG
Time format     : CAL 
Calendar mode   : Gregorian
EOP file        : eop.230528.p230821                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2023-MAY-28. PREDICTS-> 2023-AUG-20
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass     n.a.    , Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
*******************************************************************************
 Date__(UT)__HR:MN, , , R.A._(ICRF), DEC_(ICRF),             delta,     deldot,
*******************************************************************************
$$SOE
 1980-Apr-15 00:00, , ,   293.14440,  -28.00968,  0.44779378633336, -5.5052968,
 1980-Apr-16 00:00, , ,   296.53152,  -27.66491,  0.44448803549316, -5.9404471,
 1980-Apr-17 00:00, , ,   299.94695,  -27.23111,  0.44093379604786, -6.3655325,
 1980-Apr-18 00:00, , ,   303.39008,  -26.70580,  0.43713728499778, -6.7791260,
 1980-Apr-19 00:00, , ,   306.86044,  -26.08651,  0.43310559107126, -7.1796327,
 1980-Apr-20 00:00, , ,   310.35783,  -25.37079,  0.42884677773949, -7.5652691,
 1980-Apr-21 00:00, , ,   313.88235,  -24.55620,  0.42436999858866, -7.9340403,
 1980-Apr-22 00:00, , ,   317.43452,  -23.64034,  0.41968562580234, -8.2837176,
 1980-Apr-23 00:00, , ,   321.01535,  -22.62090,  0.41480539233869, -8.6118142,
 1980-Apr-24 00:00, , ,   324.62640,  -21.49564,  0.40974254810502, -8.9155603,
 1980-Apr-25 00:00, , ,   328.26991,  -20.26250,  0.40451202999510, -9.1918806,
 1980-Apr-26 00:00, , ,   331.94882,  -18.91959,  0.39913064501287, -9.4373718,
 1980-Apr-27 00:00, , ,   335.66695,  -17.46531,  0.39361726479944, -9.6482858,
 1980-Apr-28 00:00, , ,   339.42901,  -15.89845,  0.38799302863794, -9.8205177,
 1980-Apr-29 00:00, , ,   343.24074,  -14.21827,  0.38228155035678, -9.9496047,
 1980-Apr-30 00:00, , ,   347.10902,  -12.42470,  0.37650912240891,-10.0307382,
 1980-May-01 00:00, , ,   351.04193,  -10.51854,  0.37070490770962,-10.0587946,
 1980-May-02 00:00, , ,   355.04888,   -8.50167,  0.36490110653861,-10.0283919,
 1980-May-03 00:00, , ,   359.14070,   -6.37739,  0.35913308198813, -9.9339782,
 1980-May-04 00:00, , ,     3.32973,   -4.15075,  0.35343942321414, -9.7699594,
 1980-May-05 00:00, , ,     7.62990,   -1.82899,  0.34786192142873, -9.5308750,
 1980-May-06 00:00, , ,    12.05670,    0.57797,  0.34244542969604, -9.2116253,
 1980-May-07 00:00, , ,    16.62718,    3.05704,  0.33723757497297, -8.8077557,
 1980-May-08 00:00, , ,    21.35972,    5.59139,  0.33228829057709, -8.3157937,
 1980-May-09 00:00, , ,    26.27371,    8.15989,  0.32764914072026, -7.7336291,
 1980-May-10 00:00, , ,    31.38893,   10.73665,  0.32337241733060, -7.0609179,
 1980-May-11 00:00, , ,    36.72456,   13.29068,  0.31951000425049, -6.2994781,
 1980-May-12 00:00, , ,    42.29780,   15.78589,  0.31611202543614, -5.4536339,
 1980-May-13 00:00, , ,    48.12190,   18.18134,  0.31322532105591, -4.5304585,
 1980-May-14 00:00, , ,    54.20372,   20.43220,  0.31089182563605, -3.5398623,
 1980-May-15 00:00, , ,    60.54088,   22.49124,  0.30914695095077, -2.4944828,
 1980-May-16 00:00, , ,    67.11884,   24.31113,  0.30801809711335, -1.4093485,
 1980-May-17 00:00, , ,    73.90859,   25.84736,  0.30752342211204, -0.3013235,
 1980-May-18 00:00, , ,    80.86558,   27.06161,  0.30767098841467,  0.8116331,
 1980-May-19 00:00, , ,    87.93077,   27.92505,  0.30845837439894,  1.9113229,
 1980-May-20 00:00, , ,    95.03415,   28.42106,  0.30987279199192,  2.9801893,
 1980-May-21 00:00, , ,   102.10037,   28.54677,  0.31189169788314,  4.0021306,
 1980-May-22 00:00, , ,   109.05558,   28.31303,  0.31448383401376,  4.9631622,
 1980-May-23 00:00, , ,   115.83391,   27.74287,  0.31761059307568,  5.8518731,
 1980-May-24 00:00, , ,   122.38238,   26.86871,  0.32122758259680,  6.6596571,
 1980-May-25 00:00, , ,   128.66332,   25.72907,  0.32528625842843,  7.3807263,
 1980-May-26 00:00, , ,   134.65456,   24.36520,  0.32973551239172,  8.0119464,
 1980-May-27 00:00, , ,   140.34769,   22.81828,  0.33452312399550,  8.5525399,
